Title: Young Stellar Objects in the Gould Belt 
Authors: Dunham M.M., Allen L.E., Evans N.J., Broekhoven-Fiene H., Cieza L.A., 
         Francesco J.D., Gutermuth R.A., Harvey P.M., Hatchell J., Heiderman A.,
         Huard T.L., Johnstone D., Kirk J.M., Matthews B.C., Miller J.F., 
         Peterson D.E., Young K.E. 
Table: Properties of the c2d+GB YSOs
================================================================================
Byte-by-byte Description of file: apjs519129t2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units  Label   Explanations
--------------------------------------------------------------------------------
   1-  4 I4     ---    Index   Index
   6- 21 A16    ---    Cloud   Cloud identifier
  23- 38 A16    ---    ID      SSTc2d or SSTgb + Spitzer source name  
1374 Auriga/CMC       J043003.6+351420  7.5    0.75   98.     0.75       0.76  140.     0.80    N Y 
1375 Auriga/CMC       J043004.2+350946  6.5   -1.17 1500.     0.028     -1.58 1800.     0.057   N - 
1376 Auriga/CMC       J043004.2+352223  2.7   -0.62  740.     0.32      -1.43  930.     0.38    N - 
1377 Auriga/CMC       J043007.4+351457  8.3   -0.88 1200.     1.3       -1.14 1600.     3.0     N - 
1378 Auriga/CMC       J043007.7+351548  6.9   -0.77 1200.     0.30      -1.13 1600.     0.58    N - 
1379 Auriga/CMC       J043008.2+351410  7.5    0.46  130.     0.81       0.43  180.     0.90    N Y 
1380 Auriga/CMC       J043008.7+351437  8.6   -0.84 1300.     1.3       -1.35 1700.     3.2     N - 
1381 Auriga/CMC       J043009.5+351440  7.5    0.81  390.     0.37       0.31  540.     0.49    N - 
1382 Auriga/CMC       J043009.8+354035  3.3   -0.89 1300.     0.075     -1.37 1500.     0.10    N - 
1383 Auriga/CMC       J043009.9+351553  6.1   -0.94 1400.     0.82      -1.44 1700.     1.5     N - 
1384 Auriga/CMC       J043012.3+350934 15.5   -0.99 1200.     0.077     -1.58 1700.     0.34    N - 
1385 Auriga/CMC       J043013.0+351358  2.7   -0.90 1500.     1.5       -1.18 1700.     2.0     N - 
1386 Auriga/CMC       J043014.5+351332 23.4   -0.39  720.     0.94      -1.26 1500.     4.7     N Y 
1387 Auriga/CMC       J043014.7+352014 13.4   -0.60  980.     1.3       -0.90 1400.     3.8     N - 
1388 Auriga/CMC       J043014.9+360008  7.5    1.77  170.     0.085      1.61  180.     0.10    N - 
1389 Auriga/CMC       J043016.2+354243  3.2   -0.35 1300.     0.055     -0.40 1500.     0.075   N - 
1390 Auriga/CMC       J043017.8+360326  4.3   -1.72 1700.     0.084     -1.94 1900.     0.14    N - 
1391 Auriga/CMC       J043018.0+354539  5.9   -0.82 1500.     0.043     -1.43 1800.     0.085   N - 
1392 Auriga/CMC       J043018.9+354212  2.7   -1.60 1700.     0.070     -1.69 1800.     0.097   N - 
1393 Auriga/CMC       J043019.5+350821  7.5   -0.11  720.     0.050     -0.29  830.     0.077   N - 
1394 Auriga/CMC       J043022.1+360435 12.0   -1.07 1300.     0.15      -1.55 1800.     0.50    N - 
1395 Auriga/CMC       J043022.6+351908  8.5   -0.72 1200.     0.048     -1.04 1600.     0.11    N - 
1396 Auriga/CMC       J043023.8+352112  7.5    0.61  460.     0.038      0.46  560.     0.052   N - 
1397 Auriga/CMC       J043024.3+345916  3.0   -2.43 1900.     0.26      -2.57 2000.     0.39    Y - 
1398 Auriga/CMC       J043024.6+354520  7.5    1.32  170.     3.4        1.22  200.     4.0     N - 
1399 Auriga/CMC       J043025.0+354318  9.6   -0.73 1200.     1.3       -1.07 1600.     3.1     N - 
1400 Auriga/CMC       J043025.9+354811 10.9   -0.68 1200.     0.031     -1.15 1700.     0.090   N - 
1401 Auriga/CMC       J043027.0+352028 12.8   -0.63  910.     1.0       -0.88 1400.     2.7     N - 
1402 Auriga/CMC       J043027.0+354550  7.5   -0.11 1200.     0.027     -0.50 1700.     0.059   N - 
1403 Auriga/CMC       J043027.4+350917  7.5    1.60  120.     8.5        1.60  140.     9.3     N - 
1404 Auriga/CMC       J043027.7+354615  7.5    0.16  140.     1.2        0.34  200.     1.3     N - 
1405 Auriga/CMC       J043028.0+350916  7.5    1.43  220.     0.26       1.29  230.     0.32    N - 
1406 Auriga/CMC       J043028.4+353242  6.5   -1.21 1400.     0.49      -1.57 1700.     0.98    N - 
1407 Auriga/CMC       J043028.4+354917  7.5   -0.30 1200.     0.22      -0.84 1600.     0.46    N - 
1408 Auriga/CMC       J043028.6+354740 12.2   -0.62  960.     0.27      -0.97 1500.     0.73    N - 
1409 Auriga/CMC       J043028.7+354749 17.2   -0.54  950.     0.068     -1.38 1300.     0.24    N - 
1410 Auriga/CMC       J043028.9+350754  7.0   -0.66 1200.     0.023     -0.97 1600.     0.045   N - 
1411 Auriga/CMC       J043029.6+352717  2.6   -0.82 1700.     0.15      -1.36 1800.     0.20    N - 
1412 Auriga/CMC       J043029.6+350639  3.8   -0.49 1400.     0.073     -1.18 1600.     0.11    N - 
1413 Auriga/CMC       J043030.1+350639  0.0   -0.79  520.     0.089     -0.78  520.     0.089   N - 
1414 Auriga/CMC       J043030.2+352104  5.5   -0.60 1200.     0.47      -0.93 1500.     0.80    N - 
1415 Auriga/CMC       J043030.4+351833  3.8   -0.52 1200.     0.059     -0.70 1500.     0.084   N - 
1416 Auriga/CMC       J043030.5+351744  8.6   -0.80 1100.     0.15      -0.95 1800.     0.37    N - 
1417 Auriga/CMC       J043030.5+355144  7.5    0.93  210.     0.37       0.81  240.     0.44    N - 
1418 Auriga/CMC       J043031.5+354513  7.5   -0.11  330.     1.3       -0.25  360.     1.6     N - 
1419 Auriga/CMC       J043032.3+353613  4.6   -0.64  750.     1.5       -1.69 1100.     2.0     N - 
1420 Auriga/CMC       J043036.8+355436  7.5    1.49  100.     2.9        1.33  120.     3.1     N - 
1421 Auriga/CMC       J043037.4+360018  4.9   -0.69 1400.     0.25      -1.16 1700.     0.42    N - 
1422 Auriga/CMC       J043037.5+351348  4.8   -1.54 1700.     0.035     -1.84 1900.     0.063   N - 
1423 Auriga/CMC       J043037.5+355031  6.3   -0.81 1200.     5.1       -1.81 1600.     9.2     N - 
1424 Auriga/CMC       J043037.8+355101  7.5    1.28  210.     0.0088     1.17  220.     0.011   N - 
1425 Auriga/CMC       J043038.2+354959 10.2   -1.08   99.     0.51      -1.55  210.     0.57    N - 
1426 Auriga/CMC       J043038.6+355439  7.5    0.10  640.     0.097      0.12  690.     0.14    N - 
1427 Auriga/CMC       J043039.1+354449  4.7   -1.17 1500.     0.62      -1.39 1800.     1.0     N - 
1428 Auriga/CMC       J043039.1+355203  7.5   -0.14  980.     1.6       -0.71 1400.     3.0     N - 
1429 Auriga/CMC       J043039.3+355200  7.5   -0.27  580.     4.1       -0.69  930.     6.1     N - 
1430 Auriga/CMC       J043039.5+351806  3.8   -1.35 1800.     0.087     -1.99 1900.     0.14    N - 
1431 Auriga/CMC       J043039.5+351112  3.2   -1.14 1600.     0.100     -1.42 1800.     0.14    N - 
1432 Auriga/CMC       J043040.0+354210  2.6   -1.64 1700.     0.28      -2.04 1900.     0.38    N - 
1433 Auriga/CMC       J043040.1+353134  4.8   -1.00 1500.     0.21      -1.32 1700.     0.36    N - 
1434 Auriga/CMC       J043041.1+352941  7.5    1.49   48.     2.4        1.34   53.     2.5     N - 
1435 Auriga/CMC       J043044.2+355951  7.5    1.08  220.     3.8        0.93  240.     4.5     N - 
1436 Auriga/CMC       J043044.7+351052  5.1   -1.06 1500.     0.029     -1.40 1800.     0.051   N - 
1437 Auriga/CMC       J043045.5+345808  9.4   -1.03 1300.     0.11      -1.39 1700.     0.30    N - 
1438 Auriga/CMC       J043046.2+345856  7.5    1.41   72.     0.23       1.30   75.     0.24    N - 
1439 Auriga/CMC       J043047.2+350743  9.7   -0.39  920.     0.26      -0.88 1400.     0.57    N - 
1440 Auriga/CMC       J043047.5+345824 16.9   -0.76  940.     0.040     -1.33 1300.     0.13    N - 
1441 Auriga/CMC       J043048.5+353753  7.5    1.46   91.     2.5        1.32  100.     2.7     N - 
1442 Auriga/CMC       J043048.6+345853  7.5    0.34  210.     4.0       -0.66  450.     4.7     N - 
1443 Auriga/CMC       J043049.2+345610  7.5    0.69  340.     0.57       0.40  450.     0.73    N - 
1444 Auriga/CMC       J043049.3+353642 13.2   -0.90 1400.     0.073     -1.84 1900.     0.31    N - 
1445 Auriga/CMC       J043049.6+345727  7.1   -0.72 1100.     4.6       -0.84 1400.     8.4     N - 
1446 Auriga/CMC       J043050.5+353323  6.5   -1.05 1500.     0.048     -1.47 1800.     0.100   N - 
1447 Auriga/CMC       J043050.9+353554  2.8   -1.01 1600.     0.036     -1.27 1700.     0.049   N - 
1448 Auriga/CMC       J043053.5+345627  7.5    0.98  300.     0.018      0.86  310.     0.023   N - 
1449 Auriga/CMC       J043053.9+353011 10.9   -0.62 1400.     0.49      -1.85 1900.     1.6     N - 
1450 Auriga/CMC       J043055.0+353056  3.1   -0.85 1600.     0.089     -1.52 1700.     0.13    N - 
1451 Auriga/CMC       J043055.9+345647  7.5    1.23  180.     0.28       1.01  200.     0.33    N - 
1452 Auriga/CMC       J043056.6+353004  7.5    2.35   75.     1.00       2.23   81.     1.1     N - 
1453 Cepheus          J203546.3+675302  5.4    1.00   50.     1.4        0.59   53.     1.4     N Y 
1454 Cepheus          J203611.6+675709  2.3   -0.31  610.     0.53      -0.28  710.     0.59    N - 
1455 Cepheus          J203619.8+675631  6.5   -0.50  760.     2.2       -0.64 2500.     4.9     N Y 
1456 Cepheus          J203943.0+670830  5.4   -0.09 1100.     0.017     -0.30 2800.     0.042   N - 
1457 Cepheus          J204056.7+672305  5.4    0.81  150.     0.11       0.32  200.     0.12    N Y 
1458 Cepheus          J205537.1+773819  0.5   -1.20 2100.     0.023     -1.35 2200.     0.025   N - 
1459 Cepheus          J205706.7+773656  5.4    0.66  330.     0.28       0.17 2400.     0.54    N - 
1460 Cepheus          J205707.9+773659  5.4    0.76   83.     0.30       0.27  180.     0.32    N - 
1461 Cepheus          J205713.0+773543  5.4    0.10  360.     2.0       -0.04  530.     2.4     N Y 
1462 Cepheus          J205715.5+773423  3.8   -0.61 1100.     0.0053    -0.76 1200.     0.0071  N - 
1463 Cepheus          J205717.0+773658  9.0   -0.60 1300.     0.091     -0.98 2700.     0.34    N - 
1464 Cepheus          J205840.0+772745 13.0   -0.36  930.     0.038     -0.57 5000.     1.2     N - 
1465 Cepheus          J205915.4+773322  3.0   -1.20 2300.     0.12      -1.66 2900.     0.25    N - 
1466 Cepheus          J205917.5+772857  7.7   -1.20 1700.     0.053     -1.67 3000.     0.22    N - 
1467 Cepheus          J205922.8+681443  5.9   -0.49 1300.     2.1       -0.77 3300.     6.3     N - 
1468 Cepheus          J210020.3+680827  1.5   -0.55 1200.     0.39      -0.85 1500.     0.46    N - 
1469 Cepheus          J210020.7+681316  5.4    1.60   89.     0.90       1.36  100.     0.95    N Y 
1470 Cepheus          J210022.1+681258  5.4    0.95   87.     0.83       0.53  100.     0.86    N Y 
1471 Cepheus          J210028.9+681302 19.0   -0.87 1100.     0.085     -1.57 1700.     0.48    N - 
1472 Cepheus          J210032.1+681247  2.0   -1.30 1700.     0.80      -1.49 2100.     1.1     N - 
1473 Cepheus          J210036.6+680344  1.3   -2.30 3200.     0.33      -2.53 3700.     0.53    Y - 
1474 Cepheus          J210038.0+770659  3.2   -1.20 2300.     0.014     -1.89 2800.     0.028   N - 
1475 Cepheus          J210055.5+681127  1.5   -1.10 2300.     0.096     -1.44 2600.     0.13    N - 
1476 Cepheus          J210058.1+680938  2.7   -1.00 2100.     0.16      -1.42 2500.     0.27    N - 
1477 Cepheus          J210103.7+681309  3.6   -0.83 2200.     0.24      -1.35 3300.     0.59    N - 
1478 Cepheus          J210108.7+681252  5.5   -0.91 1700.     0.026     -1.36 2600.     0.066   N - 
1479 Cepheus          J210126.4+681038  3.7   -0.54 1900.     0.72      -0.97 3100.     1.6     N - 
1480 Cepheus          J210126.4+770702  5.4   -0.24  970.     0.011     -0.66 1100.     0.016   N - 
1481 Cepheus          J210127.3+681138 15.0   -0.62 1100.     0.075     -1.26 1700.     0.28    N - 
1482 Cepheus          J210129.3+770237  2.9   -1.10 2400.     0.83      -1.65 3700.     2.0     N - 
1483 Cepheus          J210129.7+681346 10.0   -0.61 1300.     0.10      -1.30 2900.     0.50    N - 
1484 Cepheus          J210131.0+770153  2.3   -0.50 2500.     0.14      -1.93 3300.     0.26    N - 
1485 Cepheus          J210132.6+770117  3.1   -0.77 1800.     0.17      -0.91 2900.     0.33    N - 
1486 Cepheus          J210132.8+681120  5.4    1.00   21.     3.1        0.94   26.     3.1     N Y 
1487 Cepheus          J210135.1+770356  1.8   -0.44  580.     0.20      -0.94  770.     0.22    N - 
1488 Cepheus          J210135.8+681325  1.9   -0.91 1600.     0.33      -1.00 1900.     0.43    N - 
1489 Cepheus          J210139.5+770616  2.2   -0.31  990.     0.018     -0.72 1200.     0.022   N - 
1490 Cepheus          J210142.5+681257  2.8   -0.91 2000.     0.30      -1.36 2800.     0.53    N - 
1491 Cepheus          J210143.7+675026  6.2   -1.10 1800.     0.13      -1.57 2800.     0.39    N - 
1492 Cepheus          J210143.9+681403  5.4    0.37  700.     0.23       0.34 3400.     0.63    N - 
1493 Cepheus          J210145.5+680421  1.5   -1.20 1100.     0.083     -1.03 1500.     0.098   N - 
1494 Cepheus          J210146.7+680845  4.0   -1.20 2000.     0.31      -1.90 2700.     0.66    N - 
1495 Cepheus          J210149.6+770547  5.4   -0.29 2800.     0.18      -1.29 6100.     3.8     N - 
1496 Cepheus          J210152.7+680951  4.8   -0.50 1100.     0.060     -0.56 1400.     0.092   N - 
1497 Cepheus          J210202.5+681158  5.4    0.02 1900.     0.046     -1.51 4000.     0.26    N - 
1498 Cepheus          J210205.0+765718  1.3   -0.46 2300.     0.32      -1.18 3000.     0.44    N - 
1499 Cepheus          J210214.0+681359  8.0   -1.00 1600.     0.077     -1.55 3000.     0.32    N - 
1500 Cepheus          J210214.1+680730  5.4    0.53  600.     0.074      0.47 1000.     0.11    N - 
1501 Cepheus          J210221.2+675420  5.4    1.10  180.     0.41       0.65  210.     0.44    N Y 
1502 Cepheus          J210227.3+675418  5.4   -0.29   36.     0.32      -0.62   47.     0.33    N Y 
1503 Cepheus          J210228.0+680847 11.0   -0.36 1300.     0.031     -1.07 5100.     0.64    N - 
1504 Cepheus          J210228.2+680329  0.7   -0.62 1200.     0.36      -0.65 1400.     0.39    N - 
1505 Cepheus          J210229.9+675408 20.0   -0.55  750.     0.48      -1.12 1500.     2.0     N - 
1506 Cepheus          J210232.4+765510  1.8   -1.50 2300.     0.015     -1.59 2600.     0.021   N - 
1507 Cepheus          J210233.0+680729  1.5   -1.50 2700.     0.40      -1.47 3400.     0.64    N - 
1508 Cepheus          J210254.9+680621 14.0   -0.53 1000.     0.056     -1.17 1500.     0.18    N - 
1509 Cepheus          J210259.5+680632  5.4    0.51 1200.     0.23       0.29 5900.     2.1     N - 
1510 Cepheus          J210259.6+680811  2.9   -2.10 2500.     0.16      -2.42 3300.     0.34    N - 
1511 Cepheus          J210307.6+680834  1.2   -1.00 2000.     0.21      -1.30 2300.     0.27    N - 
1512 Cepheus          J210324.4+675906  1.4   -0.81 2600.     3.1       -1.06 3500.     4.9     N - 
1513 Cepheus          J210359.4+674929  2.8   -0.97 2300.     0.13      -1.28 3500.     0.28    N - 
1514 Cepheus          J210415.6+674246  4.5   -2.00 2300.    44.        -2.55 3000.   120.      N - 
1515 Cepheus          J222803.0+690116  5.4    0.84  160.     2.1        0.40  180.     2.3     N Y 
1516 Cepheus          J222807.4+690038  5.4    1.00   42.     0.94       0.90   43.     0.95    N Y 
1517 Cepheus          J222933.3+751316  5.4    0.12  210.     0.086      0.10  240.     0.096   N Y 
1518 Cepheus          J222959.4+751403  5.4    0.49  270.     0.32       0.17  330.     0.36    N Y 
1519 Cepheus          J223031.8+751409  5.4    0.71   35.     0.43       0.64   36.     0.43    N Y 
1520 Cepheus          J223105.6+751337  5.1   -0.51   30.     0.30      -0.75   31.     0.30    N Y 
1521 Cepheus          J223440.5+751744  5.4   -0.29  990.     0.24      -0.81 1500.     0.39    N - 
1522 Cepheus          J223448.3+751335  3.1   -0.81 1900.     0.11      -1.37 2700.     0.20    N - 
1523 Cepheus          J223500.8+751536  5.4   -0.23  810.     0.16      -0.63 1000.     0.22    N - 
1524 Cepheus          J223502.5+751758 16.0   -0.54  950.     0.16      -1.03 1500.     0.59    N - 
1525 Cepheus          J223504.2+751820  5.8   -0.48 1100.     0.20      -0.77 1600.     0.36    N - 
1526 Cepheus          J223509.6+751609 14.0   -0.85 1300.     0.039     -1.69 1800.     0.16    N - 
1527 Cepheus          J223514.1+751502  5.4    0.39  270.     0.042      0.23  350.     0.050   N - 
1528 Cepheus          J223516.7+751847  1.3   -0.83 1900.     0.58      -0.97 2300.     0.73    N - 
1529 Cepheus          J223525.4+751756  3.2   -1.10 1700.     0.73      -1.17 2400.     1.2     N - 
1530 Cepheus          J223526.6+751636  5.4   -0.28  750.     0.15      -0.01  810.     0.21    N - 
1531 Cepheus          J223527.2+751801  3.2   -0.91 1900.     0.29      -1.20 2900.     0.56    N - 
1532 Cepheus          J223605.6+751832  5.4    0.03 1000.     0.93      -0.19 3300.     2.6     N - 
1533 Cepheus          J223635.5+752135  6.2   -0.46 1600.     0.45      -1.11 2900.     1.4     N - 
1534 Cepheus          J223659.1+752120  6.2   -1.10 1500.     0.015     -1.43 1800.     0.029   N - 
1535 Cepheus          J223749.6+750406  1.2   -0.56 2500.     0.36      -1.57 3200.     0.52    N - 
1536 Cepheus          J223811.6+751214  8.4   -0.44 1200.     0.065     -1.03 2500.     0.21    N - 
1537 Cepheus          J223815.2+750720  1.2   -0.90 1800.     0.095     -1.10 2100.     0.12    N - 
1538 Cepheus          J223818.8+751153  6.5   -0.69 1500.     1.2       -1.09 3600.     4.4     N - 
1539 Cepheus          J223829.6+751426  3.3   -0.99 2100.     0.085     -1.40 3000.     0.18    N - 
1540 Cepheus          J223840.5+750841  2.1   -0.96 2000.     0.075     -1.23 2600.     0.11    N - 
1541 Cepheus          J223842.8+751136  5.4    1.20   72.     1.8        0.90   78.     1.8     N Y 
1542 Cepheus          J223846.9+751133  5.4    1.60  110.     6.2        1.92  120.     6.6     N Y 
1543 Cepheus          J223850.7+751035  4.1   -1.10 1800.     0.032     -1.45 2500.     0.065   N - 
1544 Cepheus          J223853.0+751123  5.4    0.97   90.     1.4        0.46  150.     1.5     N Y 
1545 Cepheus          J223904.7+751101  9.9   -0.68 1200.     0.010     -1.09 1600.     0.026   N - 
1546 Cepheus          J223913.3+751215  5.4    0.94  470.     0.45       1.18  500.     0.55    N - 
1547 Cepheus          J223914.7+750716  1.4   -2.10 2700.     0.095     -2.36 3200.     0.14    N - 
1548 Cepheus          J223927.3+751028  1.6   -0.82 2200.     0.40      -1.22 2800.     0.58    N - 
1549 Cepheus          J223940.3+751321  5.5   -0.72 1600.     1.3       -1.14 3200.     4.0     N - 
1550 Cepheus          J223946.4+751258 18.0   -1.10 1200.     0.075     -1.66 1800.     0.42    N - 
1551 Cepheus          J224104.7+751049  0.7   -1.30 2900.     0.070     -1.99 3100.     0.084   N - 
1552 Cepheus          J203906.2+680215  5.4    0.94   35.     4.0        0.80   35.     4.1     N Y 
1553 Cepheus          J204553.9+675738  5.4 -999.00  340.    48.      -999.00  450.    62.      N Y 
1554 Cepheus          J210136.9+680947  3.5   -1.10 3900.    86.        -1.38 6800.   940.      N - 
1555 Cepheus          J223523.4+751707  5.4    2.40  230.     8.7        3.69  280.     9.5     N Y 
1556 Chamaeleon I     J105339.7-771233  4.8   -0.36 1200.     0.025     -1.35 1500.     0.039   N - 
1557 Chamaeleon I     J110422.7-771808  6.6    0.61  350.     0.086      0.27  510.     0.11    N Y 
1558 Chamaeleon I     J110442.5-774157  2.0   -0.99 1500.     0.056     -1.39 1700.     0.070   N - 
1559 Chamaeleon I     J110456.9-771557  5.1   -1.25 1600.     0.055     -1.69 1900.     0.10    N - 
1560 Chamaeleon I     J110625.4-763342  3.9   -0.59 1200.     0.030     -1.18 1500.     0.043   N - 
1561 Chamaeleon I     J110629.4-772458 14.0   -1.00 1000.     0.0034    -1.27 1300.     0.0093  N - 
1562 Chamaeleon I     J110639.3-773605 10.4   -0.66 1200.     0.011     -1.22 1600.     0.030   N - 
1563 Chamaeleon I     J110641.7-763549  3.4   -0.68 1300.     0.11      -0.89 1500.     0.15    N - 
1564 Chamaeleon I     J110644.9-772702  2.7   -1.05 1700.     0.24      -1.58 1900.     0.34    N - 
1565 Chamaeleon I     J110646.4-772232  6.6    1.23   66.     0.69       1.12   74.     0.72    N Y 
1566 Chamaeleon I     J110658.0-772248  6.6    0.51  170.     0.15       0.91  210.     0.17    N Y 
1567 Chamaeleon I     J110659.0-771853  2.2   -0.87 1600.     0.091     -1.48 1700.     0.12    N - 
1568 Chamaeleon I     J110703.4-763145  3.1   -1.82 1900.     0.097     -2.19 2000.     0.15    N - 
1569 Chamaeleon I     J110703.5-772430 11.9   -0.38  920.     0.0028    -0.80 1200.     0.0064  N - 
1570 Chamaeleon I     J110709.2-771847 14.0   -0.56 1100.     0.025     -1.37 1700.     0.095   N - 
1571 Chamaeleon I     J110709.2-772305  6.6    0.24  420.     0.43       0.69  470.     0.55    N - 
1572 Chamaeleon I     J110711.8-762550  2.0   -1.70 1800.     0.0085    -1.82 1900.     0.011   N - 
1573 Chamaeleon I     J110712.0-763223  3.8   -1.04 1500.     0.17      -1.42 1700.     0.25    N - 
1574 Chamaeleon I     J110713.2-774350  5.8   -1.84 1800.     0.068     -2.30 2000.     0.14    N - 
1575 Chamaeleon I     J110716.1-772306  6.6   -0.10  490.     0.076     -0.04  590.     0.099   N Y 
1576 Chamaeleon I     J110716.5-773553  2.0   -0.50 1500.     0.014     -1.03 1600.     0.018   N - 
1577 Chamaeleon I     J110718.5-773251  6.0   -1.08 1500.     0.017     -1.41 1800.     0.032   N - 
1578 Chamaeleon I     J110720.6-773807  4.3   -1.03 1400.     3.1       -1.34 1600.     4.9     N - 
1579 Chamaeleon I     J110721.3-772211  6.6   -0.08  650.     0.089     -0.45  820.     0.13    N Y 
1580 Chamaeleon I     J110728.2-765211  1.9   -0.97 1700.     0.14      -1.43 1800.     0.18    N - 
1581 Chamaeleon I     J110735.2-773449  2.0   -2.33 1900.     0.033     -2.36 2000.     0.043   Y - 
1582 Chamaeleon I     J110742.4-773359  3.9   -1.13 1600.     0.047     -1.43 1800.     0.074   N - 
1583 Chamaeleon I     J110743.5-773941  5.9   -1.05 1400.     0.45      -1.42 1700.     0.85    N Y 
1584 Chamaeleon I     J110757.2-771726 16.6   -0.88  970.     0.14      -1.25 1500.     0.55    N - 
1585 Chamaeleon I     J110757.9-773845  6.6   -0.26  810.     2.9       -0.74 1100.     4.5     N - 
1586 Chamaeleon I     J110758.1-774241  8.4   -0.94 1200.     0.11      -1.21 1600.     0.26    N - 
1587 Chamaeleon I     J110759.9-771730 10.2   -1.45 1600.     0.16      -2.03 1900.     0.51    N - 
1588 Chamaeleon I     J110801.3-774229  5.0   -1.03 1500.     1.5       -1.42 1700.     2.5     N - 
1589 Chamaeleon I     J110802.9-773842  6.6   -0.10  710.     0.97      -0.39  900.     1.4     N Y 
1590 Chamaeleon I     J110817.1-774411  1.8   -2.06 1900.     0.043     -2.24 2000.     0.054   N - 
1591 Chamaeleon I     J110822.2-773028  3.6   -0.96 1500.     0.034     -1.26 1700.     0.051   N - 
1592 Chamaeleon I     J110824.0-774407  4.2   -0.96 1000.     0.0036    -1.46 1300.     0.0051  N - 
1593 Chamaeleon I     J110824.6-773422  2.9   -1.09 1700.     0.0051    -1.76 1900.     0.0073  N - 
1594 Chamaeleon I     J110825.7-771639  7.4   -1.05 1400.     0.0014    -1.26 1700.     0.0031  N - 
1595 Chamaeleon I     J110826.4-771555  3.1   -1.09 1600.     0.010     -1.35 1800.     0.015   N - 
1596 Chamaeleon I     J110839.0-771604  6.7   -1.39 1500.     0.16      -1.96 1900.     0.36    N - 
1597 Chamaeleon I     J110839.4-773417  8.7   -1.30 1700.     0.034     -1.80 2200.     0.11    N - 
1598 Chamaeleon I     J110841.9-774327  6.6    0.51  470.     0.013     -0.35  720.     0.018   N - 
1599 Chamaeleon I     J110849.5-763844  4.3   -1.14 1400.     0.0016    -1.28 1600.     0.0026  N - 
1600 Chamaeleon I     J110850.9-762513  1.9   -1.23 1700.     0.027     -1.46 1800.     0.034   N - 
1601 Chamaeleon I     J110854.5-770213  5.1   -0.88 1300.     0.16      -1.24 1600.     0.28    N - 
1602 Chamaeleon I     J110854.9-763241  4.4   -1.25 1600.     0.023     -1.51 1800.     0.038   N - 
1603 Chamaeleon I     J110918.0-763029 16.6   -0.87 1200.     0.24      -1.56 2000.     1.5     N - 
1604 Chamaeleon I     J110922.6-763432  6.6   -0.21  420.     1.1       -0.52  600.     1.3     N - 
1605 Chamaeleon I     J110923.7-762321  7.5   -1.01 1300.     0.49      -1.26 1600.     1.0     N - 
1606 Chamaeleon I     J110926.0-763333 22.4   -1.02 1100.     0.076     -2.69 2300.     1.1     N - 
1607 Chamaeleon I     J110928.5-763328  6.6    1.17  260.     0.90       1.29  300.     1.1     N Y 
1608 Chamaeleon I     J110941.8-763458 15.9   -0.39  950.     0.13      -1.06 1500.     0.49    N - 
1609 Chamaeleon I     J110942.4-772558  5.2   -1.55 1600.     0.051     -1.65 1800.     0.093   N - 
1610 Chamaeleon I     J110946.1-763446  5.9   -0.41  720.     0.18      -1.11 1100.     0.26    N Y 
1611 Chamaeleon I     J110947.2-772629  9.2   -0.81 1100.     0.092     -1.24 1500.     0.21    N Y 
1612 Chamaeleon I     J110948.6-771438 12.2   -0.97 1300.     0.010     -1.47 1800.     0.035   N - 
1613 Chamaeleon I     J110952.1-763913  4.8   -0.94 1400.     0.019     -1.12 1600.     0.031   N - 
1614 Chamaeleon I     J110952.5-774035  5.9   -0.37  930.     0.0052    -0.39 1100.     0.0080  N - 
1615 Chamaeleon I     J110953.2-772836  6.8   -1.00 1400.     0.011     -1.39 1700.     0.023   N - 
1616 Chamaeleon I     J110954.0-762925 17.5   -0.74 1300.     0.19      -1.79 2300.     1.8     N - 
1617 Chamaeleon I     J110954.3-763111  6.6    0.19  550.     0.025      0.09  770.     0.035   N - 
1618 Chamaeleon I     J110955.0-763241  6.6   -0.22  650.     0.32      -0.35  800.     0.45    N - 
1619 Chamaeleon I     J110958.5-773709 11.1   -1.05 1400.     0.60      -1.55 2000.     2.2     N - 
1620 Chamaeleon I     J111003.3-763311  6.6    0.32  270.     0.018     -0.17  430.     0.022   N Y 
1621 Chamaeleon I     J111003.6-763329  8.1   -0.44 1000.     0.24      -0.77 1400.     0.47    N - 
1622 Chamaeleon I     J111004.6-763545  2.8   -1.11 1700.     0.17      -1.53 1800.     0.25    N - 
1623 Chamaeleon I     J111006.9-762938  3.6   -0.87 1500.     0.38      -1.22 1700.     0.56    N - 
1624 Chamaeleon I     J111007.7-772748  7.5   -0.95 1400.     0.026     -1.37 1700.     0.057   N - 
1625 Chamaeleon I     J111009.3-763218  5.1   -0.83 1100.     0.0018    -0.95 1400.     0.0027  N - 
1626 Chamaeleon I     J111011.3-763529  8.0   -0.44 1100.     0.37      -1.23 1600.     0.80    N Y 
1627 Chamaeleon I     J111037.8-773240  3.6   -1.02 1600.     0.44      -1.41 1800.     0.67    N - 
1628 Chamaeleon I     J111041.3-772048  2.7   -0.82 1500.     0.012     -1.09 1600.     0.016   N - 
1629 Chamaeleon I     J111049.5-771751  6.6   -0.24 1200.     0.22      -1.16 1600.     0.42    N - 
1630 Chamaeleon I     J111050.7-771803  2.7   -2.04 1900.     0.039     -2.29 2000.     0.055   N - 
